,0
1580,3.637438
1581,0.47434503
1582,4.7544975
1583,1.4885433
1584,3.5706787
1585,14.467602
1586,18.129705
1587,3.1497285
1588,17.327335
1589,1.2969605
1590,19.022276
1591,1.4773421
1592,1.5616661
1593,22.029686
1594,2.3394468
1595,16.732311
1596,0.22408177
1597,6.695742
1598,0.9150572
1599,7.5659127
1600,2.5396073
1601,1.4522454
1602,0.9872812
1603,1.3909501
1604,4.2536354
1605,12.140954
1606,15.349714
1607,6.022711
1608,4.49972
1609,13.298522
1610,8.840316
1611,13.169222
1612,19.364195
1613,11.4312
1614,4.4090815
1615,4.981662
1616,1.429449
1617,1.9060944
1618,8.356243
1619,2.642716
1620,0.7297143
1621,21.14089
1622,1.3368939
1623,6.1240325
1624,11.971761
1625,0.044040978
1626,3.8948433
1627,2.3520772
1628,21.8826
1629,5.0926557
1630,11.778984
1631,16.193258
1632,21.38299
1633,3.7757478
1634,1.3129969
1635,2.4274402
1636,14.030164
1637,0.3216016
1638,4.8104563
1639,0.00035773218
1640,23.191309
1641,12.548776
1642,14.823096
1643,0.5509825
1644,1.6789834
1645,-0.119874865
1646,1.5298309
1647,2.5445254
1648,1.3326629
1649,0.27370977
1650,1.3320123
1651,0.7328582
1652,14.2205715
1653,0.6354834
1654,0.52646863
1655,1.3609514
1656,-0.23646396
1657,20.23047
1658,4.828504
1659,25.525711
1660,19.59199
1661,0.34462625
1662,0.6372357
1663,1.0839962
1664,0.15866798
1665,5.8776217
1666,0.78364
1667,3.6567175
1668,1.7654532
1669,7.6011252
1670,4.395157
1671,-0.037052453
1672,27.482468
1673,23.664682
1674,1.2792926
1675,1.8665451
1676,1.0734303
1677,0.2831962
1678,20.284607
1679,19.083643
1680,3.7254095
1681,9.721621
1682,2.2623074
1683,11.564711
1684,16.357208
1685,0.00635086
1686,2.8861587
1687,0.19323568
1688,21.414095
1689,1.0855224
1690,0.40924928
1691,22.119051
1692,2.5389147
1693,1.6357137
1694,3.5942512
1695,20.513819
1696,20.186823
1697,0.5166524
1698,1.8105732
1699,0.8337952
1700,3.195709
1701,0.25208288
1702,4.483205
1703,22.519218
1704,17.869137
1705,6.3674974
1706,17.926552
1707,0.7800653
1708,2.6708388
1709,2.2699423
1710,21.579517
1711,5.1315784
1712,0.7034801
1713,4.1069937
1714,17.18621
1715,1.1918628
1716,5.4270988
1717,5.127122
1718,16.848017
1719,1.344134
1720,4.2044363
1721,3.4322267
1722,1.4342924
1723,0.75312793
1724,0.33776957
1725,0.8389089
1726,2.237547
1727,3.2629206
1728,1.3810068
1729,15.625665
1730,10.794436
1731,1.2542964
1732,15.745469
1733,0.78030074
1734,1.5948378
1735,4.0724773
1736,0.337123
1737,2.3186626
1738,1.8280679
1739,2.653498
1740,9.801401
1741,7.078767
1742,12.846258
1743,22.72255
1744,1.7183706
1745,2.3414812
1746,17.850195
1747,2.4302187
1748,2.08142
1749,20.520765
1750,1.3263766
1751,19.846493
